company,cik,city,zip,entity_type,incorporated,young_company,industry,revenue_range,first_sale_date,filing_date,is_amendment,total_offering,amount_sold,num_investors,equity,debt,exemptions,related_people,file_num,accession,filing_url
CHURCH & DWIGHT CO INC /DE/,313927,Ewing,08628,Corporation,overFiveYears,False,Other,"Over $100,000,000",,2022-09-15,False,,0.0,0,True,False,06b,Bradley Irwin (Director); Ravichandra Saligram (Director); Barry Bruno (Executive Officer); Arthur Winkleblack (Director); Brian Buchert (Executive Officer); Rene Hemsey (Executive Officer); Bradlen Cashaw (Director); Susan Saideman (Director); Kevin Gokey (Executive Officer); Michael Read (Executive Officer); Richard Dierker (Executive Officer); Rick Spann (Executive Officer); Robert Shearer (Director); Paul Wood (Executive Officer); Patrick de Maynadier (Executive Officer); Laurie Yoler (Director); James Craigie (Director); Surabhi Pokhriyal (Executive Officer); Janet Vergis (Director); Carlos Linares (Executive Officer); Penry Price (Director); Joseph Longo (Executive Officer); Matthew Farrell (Executive Officer/Director),021-459036,0001012975-22-000401,https://www.sec.gov/Archives/edgar/data/313927/000101297522000401/
CHURCH & DWIGHT CO INC /DE/,313927,Ewing,08628,Corporation,overFiveYears,False,Other,"Over $100,000,000",2025-05-11,2025-05-27,False,50000000.0,50000000.0,1,True,False,06b,Ravichandra Saligram (Director); Patrick de Maynadier (Executive Officer); Matthew Farrell (Director); Robert Shearer (Director); Carlos Ruiz (Executive Officer); Lee McChesney (Executive Officer); Richard Dierker (Executive Officer/Director); Laurie Yoler (Director); Michael Read (Executive Officer); Mark Magazine (Executive Officer); Michael Smith (Director); Brian Buchert (Executive Officer); Kevin Gokey (Executive Officer); Penry Price (Director); Joseph Longo (Executive Officer); Bradlen Cashaw (Director); Carlen Hooker (Executive Officer); Janet Vergis (Director); Rene Hemsey (Executive Officer); Surabhi Pokhriyal (Executive Officer); Carlos Linares (Executive Officer); Arthur Winkleback (Director); Susan Saideman (Director); Bradley Irwin (Director),021-547254,0001012975-25-000270,https://www.sec.gov/Archives/edgar/data/313927/000101297525000270/
CISTUS MEDIA INC.,2032316,Montclair,07043,Corporation,2024,True,Other,Decline to Disclose,2024-07-19,2024-08-01,False,1000000.0,250000.0,3,True,False,06b,CANDI CARTER (Executive Officer/Director),021-520357,0002032316-24-000001,https://www.sec.gov/Archives/edgar/data/2032316/000203231624000001/
CISTUS MEDIA INC.,2032316,Montclair,07043,Corporation,2024,True,Other,Decline to Disclose,2025-05-06,2025-06-16,False,750000.0,50000.0,1,True,False,06b,CANDI CARTER (Executive Officer/Director),021-549012,0002032316-25-000002,https://www.sec.gov/Archives/edgar/data/2032316/000203231625000002/
CLIO LLC,1745657,Piscataway,08854,Limited Liability Company,overFiveYears,False,Other,Decline to Disclose,2022-09-09,2022-09-26,False,20014890.0,17810913.0,13,True,False,06b,Julian Steinberg (Director); Rafael Rodas (Executive Officer); John Bush (Director); John Thompson (Executive Officer); Alyssa Ferenz (Director); John McGuckin (Executive Officer); Sergey Konchakovskiy (Executive Officer/Director/Promoter),021-459818,0001745657-22-000001,https://www.sec.gov/Archives/edgar/data/1745657/000174565722000001/
"CLMB, Inc.",1838786,Basking Ridge,07920,Corporation,2020,True,Other,Decline to Disclose,2021-01-11,2021-02-16,False,750000.0,100000.0,1,True,False,06b,Benjamin Silvey (Executive Officer/Director),021-389467,0001838786-21-000001,https://www.sec.gov/Archives/edgar/data/1838786/000183878621000001/
COMPREHENSIVE HEALTHCARE SYSTEMS INC. (CANADA),1889352,Edison,08817,Corporation,overFiveYears,False,Other Technology,"$1,000,001 - $5,000,000",2025-03-07,2025-04-17,False,103883.0,103883.0,4,True,False,06b,Chris Cosgrove (Executive Officer/Director); Indranil Chowdhury (Executive Officer); Vikas Ranjan (Director); Amit Dutta (Director),021-543998,0001727689-25-000026,https://www.sec.gov/Archives/edgar/data/1889352/000172768925000026/
"CONTAINIQ, INC.",1853478,Hoboken,07030,Corporation,2020,True,Other Technology,Decline to Disclose,2021-03-17,2021-10-12,True,2580000.0,2580000.0,30,False,False,"04, 06b",NATHANIEL MATHERSON (Executive Officer/Director); MATTHEW LENHARD (Executive Officer/Director),021-393551,0001853478-21-000002,https://www.sec.gov/Archives/edgar/data/1853478/000185347821000002/
CORE CONSUMER HEALTHCARE LLC,1865847,Somerville,08876,Limited Liability Company,2020,True,Other Health Care,Decline to Disclose,,2021-08-03,False,1500000.0,0.0,0,True,False,06b,KANIKA WAHI (Director); DENNIS O'DONNELL (Executive Officer/Director),021-408532,0001865847-21-000001,https://www.sec.gov/Archives/edgar/data/1865847/000186584721000001/
"CRB Group, Inc.",1688431,Fort Lee,07024,Corporation,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2021-02-01,2021-02-16,False,6000000.0,6000000.0,62,True,False,06b,Phillip Riese (Director); Drew Parker (Director); Shimshon Gross (Director); David Nachbar (Executive Officer); Michael Raff (Executive Officer); Noah Cooper (Executive Officer); Arlen Gelbard (Executive Officer); Adam Goller (Executive Officer); Israel Sendrovic (Director); Charles Scharf (Director); David Cotney (Director); Scott Tobin (Director); Mark Wagener (Director); Kris Pease (Executive Officer); Julie Schechter (Director); K. Waterman (Director); Kathy Nelson (Executive Officer); Gilles Gade (Executive Officer/Director),021-389551,0001688431-21-000001,https://www.sec.gov/Archives/edgar/data/1688431/000168843121000001/
"CRB Group, Inc.",1688431,Fort Lee,07024,Corporation,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2022-01-28,2022-02-11,False,,344120148.0,29,True,False,06b,David Nachbar (Executive Officer); K. Waterman (Director); David Cotney (Director); Kathy Nelson (Executive Officer); Shimon Eisikowicz (Executive Officer); Israel Sendrovic (Director); Karan Mehta (Executive Officer); Kristopher Pease (Executive Officer); Charles Scharf (Director); Arlen Gelbard (Executive Officer); Mark Wagener (Director); Shimshon Gross (Director); Noah Cooper (Executive Officer); Julie Schechter (Director); Gilles Gade (Executive Officer/Director); Drew Parker (Director); Michael Raff (Executive Officer); Adam Goller (Executive Officer); Scott Tobin (Director); Phillip Riese (Director),021-433433,0001688431-22-000001,https://www.sec.gov/Archives/edgar/data/1688431/000168843122000001/
CRETech 5th Wall Climate LLC,1876384,Gladstone,07934,Limited Liability Company,2021,True,Other Technology,Decline to Disclose,2021-08-10,2021-08-13,False,2375000.0,2375000.0,21,True,False,"06b, 3C, 3C.1",CRETech 5th Wall Climate Manager LLC (Director); Ira Bergstein (Executive Officer); Michael Beckerman (Executive Officer/Director/Promoter),021-409954,0001876384-21-000001,https://www.sec.gov/Archives/edgar/data/1876384/000187638421000001/
"CS Renewables, Inc.",2000783,Fort Lee,07024,Corporation,2023,True,Other Energy,Decline to Disclose,2023-08-21,2023-11-14,False,1000000.0,1000000.0,2,True,False,06b,HAKBIN KIM (Director); CHANGHUN KIM (Director); ILWOO CHOI (Executive Officer/Director),021-497111,0002000783-23-000002,https://www.sec.gov/Archives/edgar/data/2000783/000200078323000002/
"CS Renewables, Inc.",2000783,Fort Lee,07024,Corporation,2023,True,Other Energy,Decline to Disclose,2023-10-31,2023-11-13,False,1000000.0,1000000.0,2,True,False,06b,CHANGHUN KIM (Director); ILWOO CHOI (Executive Officer/Director); HAKBIN KIM (Director),021-497109,0002000783-23-000001,https://www.sec.gov/Archives/edgar/data/2000783/000200078323000001/
Calamu Technologies Corp,1906454,Asbury,08802,Corporation,2019,True,Other Technology,Decline to Disclose,2022-01-12,2022-01-27,False,19475002.0,19475002.0,41,True,False,06b,John Stewart (Director); Steve Ward (Director); Paul Lewis (Executive Officer/Director); Lou Ryan (Director),021-431080,0001231919-22-000005,https://www.sec.gov/Archives/edgar/data/1906454/000123191922000005/
Candlestick Inc.,1899132,Nutley,07110,Corporation,2020,True,Other Technology,Decline to Disclose,2021-11-24,2021-12-15,False,1000000.0,650000.0,1,True,False,06b,Anthony DiMaggio (Executive Officer/Director); George Eilender (Executive Officer/Director); Karl Kanhai (Executive Officer/Director),021-424994,0001899132-21-000001,https://www.sec.gov/Archives/edgar/data/1899132/000189913221000001/
Canned Goods Productions LLC,2041256,Tenafly,07670,Limited Liability Company,2023,True,Other,Decline to Disclose,2024-10-08,2024-10-21,False,1000000.0,275000.0,7,False,False,06b,Erik Kahn (Executive Officer),021-527354,0002041256-24-000001,https://www.sec.gov/Archives/edgar/data/2041256/000204125624000001/
"CaraVan Biologix, Inc.",1837437,Andover,07821,Corporation,2020,True,Biotechnology,Decline to Disclose,2022-03-07,2022-03-22,False,5000000.0,1718840.0,12,True,False,06b,Michael Martino (Director); Thomas Malcolm (Executive Officer/Director); Jeffrey Riley (Executive Officer/Director); Llew Keltner (Director),021-438398,0001837437-22-000003,https://www.sec.gov/Archives/edgar/data/1837437/000183743722000003/
Caregility Corp,2099983,Wall Township,07753,Corporation,overFiveYears,False,Telecommunications,Decline to Disclose,2025-05-30,2025-12-15,False,8764711.0,7486010.0,39,True,False,06b,Bruce Eatroff (Director); York Wang (Director); Tod Nestor (Executive Officer); Ronald Gaboury (Executive Officer/Director); David Shulkin (Director); Michael Brandofino (Executive Officer),021-566761,0002099983-25-000001,https://www.sec.gov/Archives/edgar/data/2099983/000209998325000001/
Carry: Athlete Investing Inc.,1892241,Glen Rock,07452,Corporation,2021,True,Other,Decline to Disclose,2021-10-21,2021-11-05,False,1100000.0,10000.0,1,False,False,06b,Donald Dotson (Executive Officer/Director),021-420070,0001892241-21-000001,https://www.sec.gov/Archives/edgar/data/1892241/000189224121000001/
"Cash Mgt Solutions, LLC",1940714,Summit,07901,Limited Liability Company,2022,True,Other,Decline to Disclose,2022-07-25,2022-08-02,False,425000.0,425000.0,4,True,False,06b,"Annie Lan (Executive Officer/Director); Francis Leto (Director); Mark McGrath, Sr. (Executive Officer/Director); E. Bissell (Executive Officer/Director); Robert Chefitz (Executive Officer/Director); Thomas Raftery (Executive Officer)",021-454556,0001940714-22-000001,https://www.sec.gov/Archives/edgar/data/1940714/000194071422000001/
"Cash Mgt Solutions, LLC",1940714,Summit,07901,Limited Liability Company,2022,True,Other,Decline to Disclose,2025-12-19,2026-01-12,False,450000.0,450000.0,6,True,False,06b,"Mark McGrath, Sr. (Executive Officer/Director); Annie Lan (Executive Officer/Director); Robert Chefitz (Executive Officer/Director); Francis Leto (Director)",021-569620,0001940714-26-000001,https://www.sec.gov/Archives/edgar/data/1940714/000194071426000001/
"Cellectar Biosciences, Inc.",1279704,Florham Park,07932,Corporation,overFiveYears,False,Pharmaceuticals,No Revenues,2020-12-28,2021-01-08,False,20499993.0,20499993.0,16,True,False,06b,Dov Elefant (Executive Officer); James Caruso (Executive Officer/Director); Frederick Driscoll (Director); Stephen Hill (Director); John Friend (Director); John Neis (Director); Douglas Swirsky (Director); Jarrod Longcor (Executive Officer); Stefan Loren (Director),021-385736,0001279704-21-000001,https://www.sec.gov/Archives/edgar/data/1279704/000127970421000001/
"Cellectar Biosciences, Inc.",1279704,Florham Park,07932,Corporation,overFiveYears,False,Biotechnology,Decline to Disclose,2023-09-08,2023-09-22,False,24500000.0,24500000.0,21,True,False,06b,Chad Kolean (Executive Officer); Jarrod Longcor (Executive Officer); Darrell Lea (Executive Officer); Frederick Driscoll (Director); James Caruso (Executive Officer/Director); Stefan Loren (Director); John Neis (Director); Asher Chanan-Kahn (Director); Douglas Swirsky (Director); Andrei Shustov (Executive Officer),021-492849,0001104659-23-103209,https://www.sec.gov/Archives/edgar/data/1279704/000110465923103209/
"Cellix Biosciences, Inc.",1772419,Newark,07103,Corporation,2017,True,Other,Decline to Disclose,2019-03-20,2021-03-18,True,3000000.0,1490000.0,8,False,True,06b,Mahesh Kandula (Director); Subramaniam Apparsundaram (Executive Officer/Director/Promoter); Jaideep Khanna (Director),021-336224,0001772419-21-000001,https://www.sec.gov/Archives/edgar/data/1772419/000177241921000001/
Celsius Network LLC,1923159,Hoboken,07030,Limited Liability Company,2021,True,Other Banking and Financial Services,Decline to Disclose,,2022-04-13,False,,0.0,0,False,False,06c,"Ron Deutsch (Executive Officer); Alexander Mashinsky (Executive Officer); Rod Bolger (Executive Officer); ""Shlomi """"Daniel"""""" Leon (Director); Oren Blonstein (Executive Officer)",021-441693,0001923159-22-000001,https://www.sec.gov/Archives/edgar/data/1923159/000192315922000001/
Celularity Inc,1752828,Florham Park,07932,Corporation,2018,True,Biotechnology,Decline to Disclose,2022-05-20,2022-05-27,False,30000007.0,30000007.0,1,True,False,06c,Bradley Glover (Executive Officer); Andrew Pecora (Executive Officer); Lim Thay (Director); John Sculley (Director); Dean Kehler (Director); Robin Smith (Director); Peter Diamandis (Director); John Haines (Executive Officer); Andrew von Eschenbach (Director); David Beers (Executive Officer); Marc Mazur (Director); Jay Bloom (Director); Robert Hariri (Executive Officer/Director); Keary Dunn (Executive Officer); Stephen Brigido (Executive Officer); Anne Jones (Executive Officer),021-447394,0001752828-22-000005,https://www.sec.gov/Archives/edgar/data/1752828/000175282822000005/
Celularity Inc,1752828,Florham Park,07932,Corporation,overFiveYears,False,Biotechnology,Decline to Disclose,2025-07-21,2025-08-05,False,6812230.0,6812230.0,1,False,True,06b,Vincent LeVien (Director); Robert Hariri (Executive Officer/Director); Joseph DosSantos (Executive Officer); Peter Diamandis (Director); John Haines (Executive Officer); Geoffrey Ling (Director); Stephen Brigido (Executive Officer); Diane Parks (Director),021-553691,0001641172-25-022138,https://www.sec.gov/Archives/edgar/data/1752828/000164117225022138/
Celularity Inc,1752828,Florham Park,07932,Corporation,overFiveYears,False,Biotechnology,Decline to Disclose,2025-07-22,2025-08-05,False,1035000.0,1035000.0,14,True,False,06b,Peter Diamandis (Director); Diane Parks (Director); Geoffrey Ling (Director); Robert Hariri (Executive Officer/Director); Stephen Brigido (Executive Officer); John Haines (Executive Officer); Joseph DosSantos (Executive Officer); Vincent LeVien (Director),021-553689,0001641172-25-022135,https://www.sec.gov/Archives/edgar/data/1752828/000164117225022135/
Celularity Inc,1752828,Florham Park,07932,Corporation,overFiveYears,False,Biotechnology,Decline to Disclose,2025-07-30,2025-08-05,False,2000000.0,2000000.0,1,True,False,06b,Robert Hariri (Executive Officer/Director); Stephen Brigido (Executive Officer); John Haines (Executive Officer); Diane Parks (Director); Vincent LeVien (Director); Peter Diamandis (Director); Joseph DosSantos (Executive Officer); Geoffrey Ling (Director),021-553690,0001641172-25-022137,https://www.sec.gov/Archives/edgar/data/1752828/000164117225022137/
